Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Offensive_Contribution,Passing_Ability,Defensive_Performance,Team_Impact,Overall_Performance_Index
Benjamin Pavard,Stuttgart,22,France,2018/2019,40000000.0,30000000.0,Wing-Back,de Bundesliga,29,29,2610.0,29.0,-0.404320236340382,0.35268705296739244,0.7434536887668359,-0.08066776928488703,0.2190177064796374
Benjamin Pavard,Bayern Munich,23,France,2019/2020,35000000.0,28000000.0,Wing-Back,de Bundesliga,32,31,2790.0,31.0,0.1894187109137856,2.417004991204117,0.23837583012576902,1.2230733743093063,0.8668157390501148
Benjamin Pavard,Bayern Munich,24,France,2020/2021,40000000.0,35000000.0,Wing-Back,de Bundesliga,24,22,1943.0,21.6,-0.1723715347487458,2.163202206586666,0.8798732586797906,-0.5098581178358721,0.7460589199763823
Bernardo,RB Leipzig,22,Brazil,2017/2018,5000000.0,6000000.0,Wing-Back,de Bundesliga,18,15,1350.0,15.0,0.2403318425174682,-0.13649495775467457,1.7459172320859835,0.017308079337286394,0.6507776524803947
Bernardo,Brighton,23,Brazil,2018/2019,9000000.0,9000000.0,Wing-Back,eng Premier League,22,19,1752.0,19.5,-0.02839688251559247,-0.6059866136291149,1.6681709368325643,0.14349311997367467,0.4381934217268084
Bernardo,Brighton,24,Brazil,2019/2020,6000000.0,4800000.0,Wing-Back,eng Premier League,14,7,679.0,7.5,0.2943297638654621,-0.6875788794979467,1.4663787312551717,-2.2884091385585377,0.20079585136860825
Bernardo,Brighton,25,Brazil,2020/2021,4800000.0,4000000.0,Wing-Back,eng Premier League,3,2,206.0,2.3,-1.5529375417900786,-1.4619954563803972,0.001233693045876172,-2.743768496665648,-1.105325183732631
Bouna Sarr,Marseille,25,Guinea,2017/2018,2000000.0,6000000.0,Wing-Back,fr Ligue 1,29,18,1792.0,19.9,0.1580096078479554,0.833004884005366,0.6683417396513623,0.40615462684670717,0.5301891749183757
Bouna Sarr,Marseille,26,Guinea,2018/2019,8000000.0,6000000.0,Wing-Back,fr Ligue 1,29,25,2242.0,24.9,0.39821329726405935,0.09130868510812948,0.5933852788994074,-0.9022524336156554,0.2597507647094772
Bouna Sarr,Marseille,27,Guinea,2019/2020,8000000.0,6500000.0,Wing-Back,fr Ligue 1,27,25,2164.0,24.0,0.45360282073929636,0.08238040893565947,-0.19742257844461486,0.21408578085481988,0.10898662408557055
Bouna Sarr,Bayern Munich,28,Guinea,2020/2021,9000000.0,4000000.0,Wing-Back,de Bundesliga,8,5,452.0,5.0,-0.14591623667381337,0.08494550100359718,-0.027122512913626023,-0.6919501910107155,-0.10122639437208536
Calum Chambers,Arsenal,22,England,2017/2018,14000000.0,14000000.0,Wing-Back,eng Premier League,12,10,866.0,9.6,-0.3341143191355713,0.9876017520248779,1.8780579235051436,-0.06485121707405934,0.7975012937849424
Calum Chambers,Fulham,23,England,2018/2019,14000000.0,14000000.0,Wing-Back,eng Premier League,31,29,2588.0,28.8,0.1292401855952146,-0.8024561317639144,1.6930622947667127,0.850591076531726,0.5157889335591077
Calum Chambers,Arsenal,24,England,2019/2020,18000000.0,14500000.0,Wing-Back,eng Premier League,14,13,1102.0,12.2,0.25348961735139336,0.3562370453590592,1.0947966409320466,-0.5512913411240554,0.4931558367589935
Calum Chambers,Arsenal,25,England,2020/2021,14500000.0,12000000.0,Wing-Back,eng Premier League,10,8,753.0,8.4,-0.5302854267600453,0.468261456988873,0.5264297456102203,0.7106882004666172,0.21329896722944347
Charalambos Lykogiannis,Cagliari,23,Greece,2017/2018,1750000.0,2000000.0,Wing-Back,it Serie A,11,8,687.0,7.6,-0.022446006336976198,-2.529009406659105,0.4176956619430082,-0.09798300200711736,-0.5025909720865279
Charalambos Lykogiannis,Cagliari,24,Greece,2018/2019,2000000.0,1500000.0,Wing-Back,it Serie A,11,9,830.0,9.2,-0.25241972216469405,-1.5369509174720797,-0.19550235821955012,-0.22503839717231147,-0.5508933111115017
Charalambos Lykogiannis,Cagliari,25,Greece,2019/2020,1500000.0,1200000.0,Wing-Back,it Serie A,20,14,1338.0,14.9,-0.20906485357954752,-1.709175781384143,-0.22532452180140433,-0.08530202641733958,-0.5774071866921255
Charalambos Lykogiannis,Cagliari,26,Greece,2020/2021,1400000.0,2500000.0,Wing-Back,it Serie A,31,29,2418.0,26.9,0.31594848044012047,-1.2964863982268933,-0.21367269995268112,-0.30004729860673535,-0.33412723026879915
Charles Traore,Troyes,25,Mali,2017/2018,400000.0,2000000.0,Wing-Back,fr Ligue 1,34,33,2999.0,33.3,-0.41205832035626505,-0.6906699033067494,0.12706098151220854,0.3809416983272069,-0.21371945857157315
Charles Traore,Nantes,26,Mali,2018/2019,2000000.0,3000000.0,Wing-Back,fr Ligue 1,13,13,1163.0,12.9,-0.4556277289506589,-1.0202846504559733,1.3078657587515927,0.12081713236257949,0.0780752475001244
Charles Traore,Nantes,27,Mali,2019/2020,3000000.0,2400000.0,Wing-Back,fr Ligue 1,20,20,1738.0,19.3,-0.3623377617249452,-0.4059049687944703,0.7468539013598465,0.15817954185245062,0.0670392489450902
Charles Traore,Nantes,28,Mali,2020/2021,2500000.0,2000000.0,Wing-Back,fr Ligue 1,22,19,1700.0,18.9,-0.4741677213614495,-0.8146017853767397,1.8527243109645086,-0.8150269255930092,0.22105005352565732
Charlie Taylor,Burnley,23,England,2017/2018,5000000.0,5000000.0,Wing-Back,eng Premier League,11,10,950.0,10.6,-0.3751197172460948,-1.006225406759584,0.8031419770451022,-0.9296683954865702,-0.17595941444659574
Charlie Taylor,Burnley,24,England,2018/2019,5000000.0,7000000.0,Wing-Back,eng Premier League,38,35,3243.0,36.0,-0.4725552330657286,-0.8500259660390088,-0.06690361675756842,0.5854475669451048,-0.31914457060010926
Charlie Taylor,Burnley,25,England,2019/2020,5000000.0,4000000.0,Wing-Back,eng Premier League,24,22,1945.0,21.6,-0.7041335423579841,-0.6325479472157837,0.07223369040758915,1.3187986026127119,-0.21221539760741376
Charlie Taylor,Burnley,26,England,2020/2021,4000000.0,4000000.0,Wing-Back,eng Premier League,29,28,2426.0,27.0,-0.15029122005121487,-0.8378442995595549,0.12744754832813293,-0.8645672355175377,-0.2963985225421604
Christian Fuchs,Leicester City,31,Austria,2017/2018,6000000.0,5000000.0,Wing-Back,eng Premier League,25,21,1921.0,21.3,-0.1805150189756489,-0.9687350843932365,1.638664730953803,0.3334972677788329,0.31054410582071046
Christian Fuchs,Leicester City,32,Austria,2018/2019,3500000.0,3000000.0,Wing-Back,eng Premier League,3,2,207.0,2.3,-0.12014323661721828,-0.03705106945101151,0.6014259625602583,-2.2521195005091177,-0.060018601502739743
Christian Fuchs,Leicester City,33,Austria,2019/2020,2000000.0,1600000.0,Wing-Back,eng Premier League,11,8,772.0,8.6,-0.39033469887172156,0.7392129532723885,0.8321165862890146,0.23025594312516398,0.38196922817025214
Christian Fuchs,Leicester City,34,Austria,2020/2021,1600000.0,800000.0,Wing-Back,eng Premier League,9,8,702.0,7.8,-1.9217655312752129,1.165746475251129,0.5885983126126685,-0.07268617301938529,-0.08635224845728615
Christian Günter,Freiburg,24,Germany,2017/2018,3500000.0,5000000.0,Wing-Back,de Bundesliga,34,34,3060.0,34.0,0.15773132837401663,-0.9797792644996433,-0.9942192117292887,-0.04857504846855653,-0.5504596465648125
Christian Günter,Freiburg,25,Germany,2018/2019,9000000.0,9000000.0,Wing-Back,de Bundesliga,32,32,2879.0,32.0,0.2119883851495812,-1.1376900585169083,-1.3806331997035772,-1.6428517088949017,-0.868332789870095
Christian Günter,Freiburg,26,Germany,2019/2020,12000000.0,9500000.0,Wing-Back,de Bundesliga,34,34,3029.0,33.7,0.15235520284207923,-0.8590585772944599,-1.5626670427380964,-2.4439555585236956,-0.9603871042816945
Christian Günter,Freiburg,27,Germany,2020/2021,9000000.0,12000000.0,Wing-Back,de Bundesliga,34,34,3060.0,34.0,0.32771612136739503,-0.7680479709762152,-1.1803897400407792,-0.12040813595291797,-0.5188743789433998
Coke,Levante,30,Spain,2017/2018,4000000.0,2000000.0,Wing-Back,es La Liga,17,16,1383.0,15.4,1.219608153361377,-1.1179114797300136,-3.199553886128634,1.1552482964995696,-0.9179144544191553
Coke,Levante,31,Spain,2018/2019,2000000.0,2000000.0,Wing-Back,es La Liga,27,19,1817.0,20.2,0.7535668004986237,-0.40263662454632543,-0.25745120124821086,0.03216705999246322,0.038519669575378265
Coke,Levante,32,Spain,2019/2020,1500000.0,1200000.0,Wing-Back,es La Liga,17,11,989.0,11.0,0.2275243938915494,0.13725293255032459,0.0931248347905049,-1.3741643470222966,-0.0022521912205069883
Coke,Levante,33,Spain,2020/2021,1000000.0,800000.0,Wing-Back,es La Liga,17,11,835.0,9.3,-0.38521167337971374,-0.09647300702247551,-0.08638533526976896,-0.3592608327483305,-0.20584270438878516
Cristian Ansaldi,Torino,30,Argentina,2017/2018,5500000.0,5000000.0,Wing-Back,it Serie A,25,20,1872.0,20.8,0.9700761671956943,-0.9643962864581386,-0.1682334917409657,-0.47225756239033145,-0.05618369980419751
Cristian Ansaldi,Torino,31,Argentina,2018/2019,5000000.0,5000000.0,Wing-Back,it Serie A,24,23,1807.0,20.1,1.251803909654696,-1.5359653027506652,-0.6095197335986289,-0.11475052683903463,-0.23325711223468107
Cristian Ansaldi,Torino,32,Argentina,2019/2020,5000000.0,4000000.0,Wing-Back,it Serie A,27,21,1768.0,19.6,1.6234236415166992,-1.4804594834117557,-0.2249889490663755,0.07413820566916116,0.04557990999575551
Cristian Ansaldi,Torino,33,Argentina,2020/2021,4000000.0,2000000.0,Wing-Back,it Serie A,31,20,1947.0,21.6,0.26544862489246673,-1.3764585022661608,-0.6583555567923376,0.0836488427553733,-0.486539598700581
Cristian Dell'Orco,Sassuolo,23,Italy,2017/2018,1000000.0,1000000.0,Wing-Back,it Serie A,8,5,421.0,4.7,-0.5695349916992192,-0.7473139320618295,0.4571658280981793,2.0165338958116545,0.003972448890305069
Cristian Dell'Orco,Empoli,24,Italy,2018/2019,800000.0,1000000.0,Wing-Back,it Serie A,12,12,1035.0,11.5,-0.6476022586808009,0.49624965410786126,-0.31588731332076464,0.30003647665049216,-0.15077517607449337
Cristian Dell'Orco,Lecce,25,Italy,2019/2020,800000.0,650000.0,Wing-Back,it Serie A,14,11,1007.0,11.2,-0.8001184972709611,-0.05822362960903302,0.2061107989930266,-0.5071465439444841,-0.23316733133043566
Cristian Dell'Orco,Spezia,26,Italy,2020/2021,650000.0,600000.0,Wing-Back,it Serie A,8,2,262.0,2.9,-1.847564747898901,-0.144669867903004,0.06761398609052885,-1.80112694994275,-0.7468846912080112
Cristiano Biraghi,Fiorentina,24,Italy,2017/2018,2500000.0,5000000.0,Wing-Back,it Serie A,34,34,2980.0,33.1,-0.13205481527922608,-0.9694617206255755,-0.022040967272808396,1.0469121834568726,-0.1850049949399573
Cristiano Biraghi,Fiorentina,25,Italy,2018/2019,7500000.0,10000000.0,Wing-Back,it Serie A,36,36,3194.0,35.5,0.16166579790902,-0.9884759938141267,-0.5451589664501845,-0.4177468702073344,-0.4311995843591237
Cristiano Biraghi,Inter,26,Italy,2019/2020,12000000.0,9500000.0,Wing-Back,it Serie A,26,18,1576.0,17.5,0.41972382483383686,-0.5550819555201301,-1.4509372844178292,0.8843277916679391,-0.4322486118093277
Cristiano Biraghi,Fiorentina,27,Italy,2020/2021,9500000.0,9000000.0,Wing-Back,it Serie A,35,31,2803.0,31.1,-0.07730512894992377,-0.9351017491174789,-1.286734741296016,-0.42021678249943034,-0.7493458136678955
Cédric Soares,Southampton,25,Portugal,2017/2018,15000000.0,15000000.0,Wing-Back,eng Premier League,32,32,2794.0,31.0,-0.4037046779213785,-0.6445152183747932,-0.2887837770390461,0.4216517064037163,-0.3411493592934064
Cédric Soares,Southampton,26,Portugal,2018/2019,15000000.0,12000000.0,Wing-Back,eng Premier League,18,16,1495.0,16.6,0.24883449662895232,-1.1205011025570633,-0.1500012820938586,-0.5893016162564996,-0.3169055370090806
Cédric Soares,Southampton,27,Portugal,2019/2020,10000000.0,8000000.0,Wing-Back,eng Premier League,16,16,1306.0,14.5,-0.4357162066256262,-0.88452779215096,0.7630876055844336,0.9486450593578052,0.0100983578649044
Cédric Soares,Arsenal,28,Portugal,2020/2021,7000000.0,6000000.0,Wing-Back,eng Premier League,10,8,746.0,8.3,-0.07089244543989767,-0.26431375836024834,-0.11518241858246264,0.5123829641590468,-0.07642172330998862
César Azpilicueta,Chelsea,27,Spain,2017/2018,30000000.0,40000000.0,Wing-Back,eng Premier League,37,37,3330.0,37.0,-0.24994441733496875,1.8822538919108327,1.8425397246202486,-0.4508644469715999,0.9953826066971445
César Azpilicueta,Chelsea,28,Spain,2018/2019,40000000.0,35000000.0,Wing-Back,eng Premier League,38,38,3402.0,37.8,-0.17949421659422113,1.3015124461443552,0.45593603351307255,0.7879207975418202,0.5098995380415798
César Azpilicueta,Chelsea,29,Spain,2019/2020,30000000.0,24000000.0,Wing-Back,eng Premier League,36,36,3229.0,35.9,0.0263530980065337,0.6496506316512405,1.3493029862681007,-0.29755485802878,0.6128191467057275
César Azpilicueta,Chelsea,30,Spain,2020/2021,20000000.0,13000000.0,Wing-Back,eng Premier League,26,24,2188.0,24.3,-0.37436663061512615,1.7232826283417406,0.7891863048897708,0.5918995164634184,0.653915826258659
Dalbert Henrique,Inter,23,Brazil,2017/2018,5000000.0,12000000.0,Wing-Back,it Serie A,13,5,531.0,5.9,-0.15776838169797078,0.24804986934464662,0.5629945634156541,0.47980766378954043,0.2597108164012034
Dalbert Henrique,Inter,24,Brazil,2018/2019,12000000.0,10000000.0,Wing-Back,it Serie A,11,9,778.0,8.6,-0.370386065330063,-0.2835505998294804,0.68156817805984,0.24278609905477705,0.08082400267003267
Dalbert Henrique,Fiorentina,25,Brazil,2019/2020,12000000.0,9500000.0,Wing-Back,it Serie A,31,29,2484.0,27.6,-0.14262720448260746,-0.7564272180294381,-0.3181194216892735,0.03623731871068898,-0.3396130315723186
Dalbert Henrique,Rennes,26,Brazil,2020/2021,9000000.0,4000000.0,Wing-Back,fr Ligue 1,13,3,373.0,4.1,-0.5585286122067573,1.186313485816448,0.1467294408417226,0.17989048300716445,0.19836414038740413
Damián Suárez,Getafe,29,Uruguay,2017/2018,2500000.0,2500000.0,Wing-Back,es La Liga,33,33,2879.0,32.0,-0.024765726888845235,-0.6397669284136516,0.11898954280457094,0.5762140156896529,-0.06810370861950134
Damián Suárez,Getafe,30,Uruguay,2018/2019,3500000.0,3500000.0,Wing-Back,es La Liga,36,36,3240.0,36.0,-0.25338832266201844,-0.8532522533837018,0.6230770611733993,-1.2791731160008746,-0.19916990033392867
Damián Suárez,Getafe,31,Uruguay,2019/2020,3500000.0,3200000.0,Wing-Back,es La Liga,30,30,2592.0,28.8,0.21174202057519284,-1.1251045269328475,0.6878199975748045,1.2905146311937397,0.15203493670990148
Damián Suárez,Getafe,32,Uruguay,2020/2021,2500000.0,1500000.0,Wing-Back,es La Liga,31,28,2434.0,27.0,-0.14366309789541634,-1.1763842779471894,0.6694258112939413,0.46890746218271023,-0.0560052186842718
Dani Carvajal,Real Madrid,25,Spain,2017/2018,32000000.0,60000000.0,Wing-Back,es La Liga,25,25,2223.0,24.7,0.2641590199400058,1.1707748934592743,0.19102975203436912,-0.3912092978468643,0.399680912774163
Dani Carvajal,Real Madrid,26,Spain,2018/2019,60000000.0,50000000.0,Wing-Back,es La Liga,24,23,2107.0,23.4,0.4835720667417103,1.3533013469439608,-0.6503804560473828,0.4643626186097651,0.30220005900289576
Dani Carvajal,Real Madrid,27,Spain,2019/2020,50000000.0,40000000.0,Wing-Back,es La Liga,31,31,2738.0,30.4,0.12653020067430276,1.4762494029103312,0.12869573697840203,0.9060607012657537,0.5426709889988898
Dani Carvajal,Real Madrid,28,Spain,2020/2021,40000000.0,30000000.0,Wing-Back,es La Liga,13,11,950.0,10.6,0.03229177642250413,1.5595025497060702,0.6141162044756409,0.3996959720177327,0.6544734391215163
Daniel Brosinski,Mainz 05,29,Germany,2017/2018,2500000.0,3000000.0,Wing-Back,de Bundesliga,29,28,2500.0,27.8,-0.155781655951271,-1.5165086808448067,-0.24329086433494662,0.6615875061139368,-0.4448547189024205
Daniel Brosinski,Mainz 05,30,Germany,2018/2019,3000000.0,2500000.0,Wing-Back,de Bundesliga,26,26,2203.0,24.5,-0.33017001989926215,-0.6341236863201846,-1.0132469337832464,-1.3699253075619626,-0.7492108851301573
Daniel Brosinski,Mainz 05,31,Germany,2019/2020,2500000.0,2000000.0,Wing-Back,de Bundesliga,26,16,1709.0,19.0,0.36621691987985266,-1.8519400360200375,-0.103394087751113,0.5198395771786215,-0.337323906036081
Daniel Brosinski,Mainz 05,32,Germany,2020/2021,1300000.0,800000.0,Wing-Back,de Bundesliga,21,16,1430.0,15.9,-0.2550587865228813,-1.228081961409174,-0.7691854835341344,-0.40790256068145037,-0.6935433016142499
Daniel Wass,Celta Vigo,28,Denmark,2017/2018,10000000.0,15000000.0,Wing-Back,es La Liga,35,34,2920.0,32.4,0.5986808078007226,-0.9057710896850303,-1.1323536007928166,0.12341967160319335,-0.43082032319820723
Daniel Wass,Valencia,29,Denmark,2018/2019,15000000.0,14000000.0,Wing-Back,es La Liga,32,26,2354.0,26.2,0.16708447303323257,-0.3828818600157786,-0.6996908377740989,0.4761884035281155,-0.24286807596209792
Daniel Wass,Valencia,30,Denmark,2019/2020,14000000.0,11000000.0,Wing-Back,es La Liga,35,30,2733.0,30.4,-0.21695904399719157,-0.022665455314431777,-0.31314083058491904,0.5303558944494569,-0.12731777828754137
Daniel Wass,Valencia,31,Denmark,2020/2021,7500000.0,7000000.0,Wing-Back,es La Liga,35,35,2979.0,33.1,0.19887063029954422,-0.36712909886697814,-0.3243870752543785,-0.30492488703993575,-0.17614905066990733
Danilo,Manchester City,26,Brazil,2017/2018,16000000.0,20000000.0,Wing-Back,eng Premier League,23,13,1349.0,15.0,0.6157001722628116,2.4269467899636186,0.3495219959067513,-0.5437150526658027,0.8594079424705308
Danilo,Manchester City,27,Brazil,2018/2019,20000000.0,20000000.0,Wing-Back,eng Premier League,11,9,807.0,9.0,0.20283894939948396,2.479709403501588,1.0431367238376728,-0.8974548866414311,0.9561314003742845
Danilo,Juventus,28,Brazil,2019/2020,20000000.0,16000000.0,Wing-Back,it Serie A,22,16,1440.0,16.0,0.4430845527140821,1.8512752615096935,-0.13083047775688464,-0.9682537908222847,0.4531281348945098
Danilo,Juventus,29,Brazil,2020/2021,15000000.0,20000000.0,Wing-Back,it Serie A,34,32,2916.0,32.4,0.04014673234581926,2.147915522263259,-0.20334007006092614,1.0246845611112543,0.5803223318593619
Danilo D'Ambrosio,Inter,28,Italy,2017/2018,10000000.0,12000000.0,Wing-Back,it Serie A,34,34,2979.0,33.1,-0.0518906815633088,0.7273920670363373,0.609806861879532,-0.24275152603491623,0.3554380613444363
Danilo D'Ambrosio,Inter,29,Italy,2018/2019,12000000.0,13000000.0,Wing-Back,it Serie A,30,29,2579.0,28.7,-0.02976544197610435,0.8720397700338499,-0.8565204564909754,-0.06971062289475223,-0.09767291214568541
Danilo D'Ambrosio,Inter,30,Italy,2019/2020,13000000.0,10500000.0,Wing-Back,it Serie A,22,15,1402.0,15.6,0.486955104054087,1.188745713154685,-0.20523535362344378,0.7863405053961211,0.45007463627630406
Danilo D'Ambrosio,Inter,31,Italy,2020/2021,10000000.0,5000000.0,Wing-Back,it Serie A,19,7,699.0,7.8,0.6705014793108647,2.003232970841863,0.1321028277261619,-0.44598782568045164,0.7035958936398367
Danny da Costa,Eint Frankfurt,24,Germany,2017/2018,1000000.0,3500000.0,Wing-Back,de Bundesliga,17,13,1202.0,13.4,-0.04495410916901917,-0.7494149669024446,1.0669230063120332,-0.8522480173232734,0.08735827600056732
Danny da Costa,Eint Frankfurt,25,Germany,2018/2019,5000000.0,15000000.0,Wing-Back,de Bundesliga,34,34,3033.0,33.7,0.14345439061862011,-1.7370996993451007,-0.15974326439569334,0.7703078963430121,-0.37011796055488055
Danny da Costa,Eint Frankfurt,26,Germany,2019/2020,15000000.0,8000000.0,Wing-Back,de Bundesliga,19,15,1389.0,15.4,0.7415172389463583,-1.8960386268312914,0.025236475793692065,1.3052954534916001,-0.11219217314696311
Danny da Costa,Mainz 05,27,Germany,2020/2021,7000000.0,6000000.0,Wing-Back,de Bundesliga,16,15,1208.0,13.4,0.2486239673907001,-1.594919755747619,-0.09353040295079651,1.7447872375991134,-0.18239966599256213
Davide Calabria,Milan,20,Italy,2017/2018,4000000.0,13000000.0,Wing-Back,it Serie A,21,18,1564.0,17.4,0.17358586938938592,0.2509009751891927,0.6066717373410555,0.7458025647438433,0.4017163691578677
Davide Calabria,Milan,21,Italy,2018/2019,17000000.0,20000000.0,Wing-Back,it Serie A,26,22,1950.0,21.7,-0.2594957835299255,0.5610418194165415,0.28649486097719845,-0.4004811465920084,0.12263680647797635
Davide Calabria,Milan,22,Italy,2019/2020,18000000.0,9500000.0,Wing-Back,it Serie A,25,16,1622.0,18.0,-0.13224372015815486,0.7272276214323288,-0.11960103415889586,0.22513138438860236,0.12278656579388245
Davide Calabria,Milan,23,Italy,2020/2021,10000000.0,25000000.0,Wing-Back,it Serie A,32,30,2647.0,29.4,-0.2347146754642745,0.5565466672619321,0.5630152491401331,0.6855824138370807,0.33433584275895534
Davide Santon,Inter,26,Italy,2017/2018,5000000.0,3000000.0,Wing-Back,it Serie A,15,9,836.0,9.3,0.032968230295416956,0.513288947815619,0.790791262070428,-0.7783022714143593,0.33715942062574367
Davide Santon,Roma,27,Italy,2018/2019,5000000.0,5000000.0,Wing-Back,it Serie A,17,11,1009.0,11.2,0.32054658338685565,0.8172900015862611,-0.8088835641291663,-0.2928802371660786,-0.011910795749194049
Davide Santon,Roma,28,Italy,2019/2020,5000000.0,4000000.0,Wing-Back,it Serie A,15,7,619.0,6.9,0.16542777023346522,1.3634131670720369,0.027909690527775387,-1.0656124259879087,0.29368877192397924
Davide Santon,Roma,29,Italy,2020/2021,4000000.0,2000000.0,Wing-Back,it Serie A,10,7,586.0,6.5,-0.21931761100208336,0.41075570594718036,-1.1081946858188678,-0.3630829814249718,-0.3872827949929308
Davide Zappacosta,Chelsea,25,Italy,2017/2018,8500000.0,20000000.0,Wing-Back,eng Premier League,22,12,1098.0,12.2,0.2515047185638524,0.3671754402318924,-1.7442305347804115,-0.9844117979375911,-0.5416765913397743
Davide Zappacosta,Chelsea,26,Italy,2018/2019,18000000.0,15000000.0,Wing-Back,eng Premier League,4,1,128.0,1.4,0.02779304249681565,0.8445958660141708,-0.3252155386138471,0.10235474577526074,0.11589691531526698
