Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Overall_Performance_Index,Team_Rating
Theo Walcott,Everton,30,England,2019/2020,15000000.0,12000000.0,Winger,eng Premier League,25,17,1287.0,14.3,-0.4191706212914372,-0.2999999999999947
Theo Walcott,Southampton,31,England,2020/2021,10000000.0,5000000.0,Winger,eng Premier League,21,20,1618.0,18.0,-0.4366358979209779,-0.5250000000000021
Thorgan Hazard,M'gladbach,24,Belgium,2017/2018,12000000.0,22000000.0,Winger,de Bundesliga,34,33,2939.0,32.7,-0.0511799672135464,-0.1388888888888974
Thorgan Hazard,M'gladbach,25,Belgium,2018/2019,25000000.0,38000000.0,Winger,de Bundesliga,33,33,2873.0,31.9,-0.221588499007989,0.3611111111111041
Thorgan Hazard,Dortmund,26,Belgium,2019/2020,40000000.0,32000000.0,Winger,de Bundesliga,33,28,2380.0,26.4,0.4008157597153776,1.1944444444444329
Thorgan Hazard,Dortmund,27,Belgium,2020/2021,32000000.0,27000000.0,Winger,de Bundesliga,16,8,654.0,7.3,0.5364980853985698,0.8055555555555495
Valentino Lazaro,Hertha,21,Austria,2017/2018,3000000.0,9000000.0,Winger,de Bundesliga,26,19,1864.0,20.7,-0.156322817085349,-0.0833333333333419
Valentino Lazaro,Hertha,22,Austria,2018/2019,15000000.0,17000000.0,Winger,de Bundesliga,31,31,2741.0,30.5,0.2196306514894734,-0.2222222222222292
Valentino Lazaro,Newcastle,23,Austria,2019/2020,19000000.0,15000000.0,Winger,eng Premier League,13,4,480.0,5.3,-0.289308776577754,-0.4999999999999952
Valentino Lazaro,M'gladbach,24,Austria,2020/2021,15000000.0,10000000.0,Winger,de Bundesliga,22,13,1240.0,13.8,-0.0355666532692442,0.2222222222222162
Vincenzo Grifo,M'gladbach,24,Italy,2017/2018,10000000.0,7500000.0,Winger,de Bundesliga,17,9,786.0,8.7,0.0562468531253647,-0.1388888888888974
Vincenzo Grifo,Freiburg,25,Italy,2018/2019,5500000.0,9000000.0,Winger,de Bundesliga,16,16,1427.0,15.9,0.002250395080963,-0.4166666666666745
Vincenzo Grifo,Freiburg,26,Italy,2019/2020,7000000.0,5500000.0,Winger,de Bundesliga,26,17,1618.0,18.0,0.0390232385932029,0.0277777777777669
Vincenzo Grifo,Freiburg,27,Italy,2020/2021,6500000.0,12000000.0,Winger,de Bundesliga,31,27,2313.0,25.7,0.2254430396577504,-6.144259658568517e-15
Vitolo,Las Palmas,27,Spain,2017/2018,25000000.0,25000000.0,Winger,es La Liga,9,8,690.0,7.7,-0.2140192627221613,-1.249999999999999
Vitolo,Ath Madrid,28,Spain,2018/2019,25000000.0,18000000.0,Winger,es La Liga,20,5,753.0,8.4,-0.021772037150053,0.6500000000000026
Vitolo,Ath Madrid,29,Spain,2019/2020,18000000.0,14500000.0,Winger,es La Liga,28,11,1227.0,13.6,0.1954574755784087,0.5999999999999999
Vitolo,Ath Madrid,30,Spain,2020/2021,10000000.0,4000000.0,Winger,es La Liga,10,3,298.0,3.3,-0.0264690550339023,1.0500000000000005
Wilfried Zaha,Crystal Palace,24,Côte d'Ivoire,2017/2018,18000000.0,30000000.0,Winger,eng Premier League,29,28,2549.0,28.3,-0.1301290615764178,-0.2499999999999953
Wilfried Zaha,Crystal Palace,25,Côte d'Ivoire,2018/2019,35000000.0,45000000.0,Winger,eng Premier League,34,34,3036.0,33.7,0.0115532374710972,-0.0499999999999985
Wilfried Zaha,Crystal Palace,26,Côte d'Ivoire,2019/2020,55000000.0,44000000.0,Winger,eng Premier League,38,37,3280.0,36.4,-0.1305853958521656,-0.4749999999999953
Wilfried Zaha,Crystal Palace,27,Côte d'Ivoire,2020/2021,50000000.0,45000000.0,Winger,eng Premier League,30,29,2612.0,29.0,-0.1080142573056348,-0.6250000000000012
Willian,Chelsea,28,Brazil,2017/2018,32000000.0,32000000.0,Winger,eng Premier League,36,20,1890.0,21.0,0.2943238577449177,0.6000000000000035
Willian,Chelsea,29,Brazil,2018/2019,38000000.0,40000000.0,Winger,eng Premier League,32,26,2097.0,23.3,0.340390332802279,0.6000000000000014
Willian,Chelsea,30,Brazil,2019/2020,35000000.0,22500000.0,Winger,eng Premier League,36,29,2600.0,28.9,0.4485186688665722,0.3750000000000054
Willian,Arsenal,31,Brazil,2020/2021,19000000.0,9000000.0,Winger,eng Premier League,25,16,1406.0,15.6,0.0484040531664196,0.399999999999998
Xherdan Shaqiri,Stoke,25,Switzerland,2017/2018,15000000.0,18000000.0,Winger,eng Premier League,36,36,3039.0,33.8,-0.0973062087670502,-0.8249999999999955
Xherdan Shaqiri,Liverpool,26,Switzerland,2018/2019,20000000.0,25000000.0,Winger,eng Premier League,24,11,1064.0,11.8,0.9287774785102566,1.6750000000000018
Xherdan Shaqiri,Liverpool,27,Switzerland,2019/2020,22000000.0,16000000.0,Winger,eng Premier League,7,2,185.0,2.1,0.4852365817991229,1.3000000000000054
Xherdan Shaqiri,Liverpool,28,Switzerland,2020/2021,16000000.0,12000000.0,Winger,eng Premier League,14,5,556.0,6.2,0.0376984785376287,0.6499999999999976
Yann Karamoh,Inter,19,France,2017/2018,3000000.0,7000000.0,Winger,it Serie A,16,4,489.0,5.4,0.0810858608616043,0.9000000000000113
Yann Karamoh,Bordeaux,20,France,2018/2019,8000000.0,10000000.0,Winger,fr Ligue 1,22,13,1224.0,13.6,-0.4803494433308631,-0.199999999999999
Yann Karamoh,Parma,21,France,2019/2020,10000000.0,9000000.0,Winger,it Serie A,14,5,573.0,6.4,-0.4987853399220413,-0.0249999999999982
Yann Karamoh,Parma,22,France,2020/2021,7500000.0,6000000.0,Winger,it Serie A,24,16,1294.0,14.4,-0.3130046963591866,-1.0999999999999928
Álex Berenguer,Torino,22,Spain,2017/2018,6000000.0,5000000.0,Winger,it Serie A,22,11,1043.0,11.6,-0.0369340809266218,0.2000000000000118
Álex Berenguer,Torino,23,Spain,2018/2019,5000000.0,6000000.0,Winger,it Serie A,31,15,1486.0,16.5,-0.1618354507104334,0.3750000000000001
Álex Berenguer,Torino,24,Spain,2019/2020,6000000.0,4800000.0,Winger,it Serie A,29,21,1823.0,20.3,0.0378048134559874,-0.5499999999999986
Álex Berenguer,Ath Bilbao,25,Spain,2020/2021,6000000.0,15000000.0,Winger,es La Liga,35,27,2278.0,25.3,0.1072854173626932,0.1000000000000002
Ángel Correa,Ath Madrid,22,Argentina,2017/2018,18000000.0,24000000.0,Winger,es La Liga,37,27,2240.0,24.9,0.2816326111411328,0.9000000000000025
Ángel Correa,Ath Madrid,23,Argentina,2018/2019,30000000.0,35000000.0,Winger,es La Liga,36,20,1919.0,21.3,0.1137529980011795,0.6500000000000026
Ángel Correa,Ath Madrid,24,Argentina,2019/2020,35000000.0,32000000.0,Winger,es La Liga,33,22,2061.0,22.9,-0.1753258758925314,0.5999999999999999
Ángel Correa,Ath Madrid,25,Argentina,2020/2021,35000000.0,40000000.0,Winger,es La Liga,38,29,2393.0,26.6,0.2749714817464784,1.0500000000000005
Ángel Di María,Paris SG,29,Argentina,2017/2018,40000000.0,40000000.0,Winger,fr Ligue 1,30,26,2108.0,23.4,0.1290079973634205,1.9750000000000023
Ángel Di María,Paris SG,30,Argentina,2018/2019,45000000.0,40000000.0,Winger,fr Ligue 1,30,28,2324.0,25.8,0.5766536322159582,1.7500000000000009
Ángel Di María,Paris SG,31,Argentina,2019/2020,40000000.0,32000000.0,Winger,fr Ligue 1,26,23,2000.0,22.2,0.4643594962000659,1.826928539061115
Ángel Di María,Paris SG,32,Argentina,2020/2021,32000000.0,20000000.0,Winger,fr Ligue 1,27,23,1853.0,20.6,0.2419371140232647,1.4500000000000024
Érik Lamela,Tottenham,25,Argentina,2017/2018,25000000.0,20000000.0,Winger,eng Premier League,25,7,843.0,9.4,0.2645589817287209,0.9500000000000032
Érik Lamela,Tottenham,26,Argentina,2018/2019,20000000.0,18000000.0,Winger,eng Premier League,19,9,974.0,10.8,0.3310613242597252,0.7000000000000012
Érik Lamela,Tottenham,27,Argentina,2019/2020,22000000.0,16000000.0,Winger,eng Premier League,25,12,1215.0,13.5,0.1351324797748757,0.3500000000000051
Érik Lamela,Tottenham,28,Argentina,2020/2021,16000000.0,16000000.0,Winger,eng Premier League,23,5,717.0,8.0,0.0165045035335719,0.5749999999999975
Adrien Hunou,Rennes,23,France,2017/2018,2000000.0,3500000.0,Centre-Forward,fr Ligue 1,24,17,1456.0,16.2,0.086218847970868,0.1500000000000017
Adrien Hunou,Rennes,24,France,2018/2019,3500000.0,6000000.0,Centre-Forward,fr Ligue 1,19,14,1240.0,13.8,0.1586639301262453,0.075000000000001
Adrien Hunou,Rennes,25,France,2019/2020,6000000.0,4800000.0,Centre-Forward,fr Ligue 1,23,13,1210.0,13.4,0.1921059240722434,0.4466611102264222
Adrien Hunou,Rennes,26,France,2020/2021,5500000.0,5000000.0,Centre-Forward,fr Ligue 1,20,5,589.0,6.5,0.0488972950311284,0.3000000000000021
Alassane Pléa,Nice,24,France,2017/2018,12000000.0,18000000.0,Centre-Forward,fr Ligue 1,35,34,3041.0,33.8,0.1594963584930805,0.0250000000000029
Alassane Pléa,M'gladbach,25,France,2018/2019,23000000.0,30000000.0,Centre-Forward,de Bundesliga,34,28,2503.0,27.8,0.0151357944577157,0.3611111111111041
Alassane Pléa,M'gladbach,26,France,2019/2020,30000000.0,24000000.0,Centre-Forward,de Bundesliga,27,25,2143.0,23.8,0.0427312105692964,0.7222222222222102
Alassane Pléa,M'gladbach,27,France,2020/2021,30000000.0,22000000.0,Centre-Forward,de Bundesliga,29,19,1803.0,20.0,0.2030187882480183,0.2222222222222162
Alexandre Lacazette,Arsenal,26,France,2017/2018,40000000.0,60000000.0,Centre-Forward,eng Premier League,32,26,2202.0,24.5,0.2684479880765611,0.5750000000000041
Alexandre Lacazette,Arsenal,27,France,2018/2019,65000000.0,70000000.0,Centre-Forward,eng Premier League,35,27,2502.0,27.8,0.1715619453434961,0.5500000000000017
Alexandre Lacazette,Arsenal,28,France,2019/2020,70000000.0,48000000.0,Centre-Forward,eng Premier League,30,22,1874.0,20.8,0.2713286940910569,0.2000000000000052
Alexandre Lacazette,Arsenal,29,France,2020/2021,42000000.0,28000000.0,Centre-Forward,eng Premier League,31,22,1923.0,21.4,0.5006159378448299,0.399999999999998
Alexis Sánchez,Arsenal,28,Chile,2017/2018,65000000.0,70000000.0,Centre-Forward,eng Premier League,19,17,1503.0,16.7,0.9249556424562644,0.5750000000000041
Alexis Sánchez,Man United,29,Chile,2018/2019,55000000.0,35000000.0,Centre-Forward,eng Premier League,20,9,880.0,9.8,0.2751694928375549,0.2750000000000012
Alexis Sánchez,Inter,30,Chile,2019/2020,25000000.0,16000000.0,Centre-Forward,it Serie A,22,10,923.0,10.3,0.4390823829431214,1.1250000000000029
Alexis Sánchez,Inter,31,Chile,2020/2021,16000000.0,7500000.0,Centre-Forward,it Serie A,30,12,1146.0,12.7,1.3779429743537384,1.350000000000007
Alfreð Finnbogason,Augsburg,28,Iceland,2017/2018,4500000.0,10000000.0,Centre-Forward,de Bundesliga,22,22,1814.0,20.2,-0.0868266964435441,-0.0833333333333418
Alfreð Finnbogason,Augsburg,29,Iceland,2018/2019,12000000.0,15000000.0,Centre-Forward,de Bundesliga,18,17,1335.0,14.8,-0.3565799692119402,-0.5555555555555628
Alfreð Finnbogason,Augsburg,30,Iceland,2019/2020,9000000.0,5500000.0,Centre-Forward,de Bundesliga,21,10,966.0,10.7,-0.4916182971231114,-0.5000000000000112
Alfreð Finnbogason,Augsburg,31,Iceland,2020/2021,4000000.0,1200000.0,Centre-Forward,de Bundesliga,17,4,544.0,6.0,-0.3833756718687576,-0.5000000000000056
Anastasios Donis,Stuttgart,20,Greece,2017/2018,1250000.0,3000000.0,Centre-Forward,de Bundesliga,18,11,949.0,10.5,-0.2501450184477714,-8.969309870353455e-15
Anastasios Donis,Stuttgart,21,Greece,2018/2019,4000000.0,4000000.0,Centre-Forward,de Bundesliga,24,11,962.0,10.7,-0.2610014637836918,-1.0555555555555636
Anastasios Donis,Reims,22,Greece,2019/2020,3500000.0,2000000.0,Centre-Forward,fr Ligue 1,15,6,609.0,6.8,-1.2366406948630198,0.1304743697314622
Anastasios Donis,Reims,23,Greece,2020/2021,2000000.0,1000000.0,Centre-Forward,fr Ligue 1,3,1,97.0,1.1,-1.582168959589812,-0.1999999999999976
Andrea Belotti,Torino,23,Italy,2017/2018,30000000.0,38000000.0,Centre-Forward,it Serie A,32,29,2683.0,29.8,-0.1085888605853486,0.2000000000000118
Andrea Belotti,Torino,24,Italy,2018/2019,35000000.0,35000000.0,Centre-Forward,it Serie A,37,37,3299.0,36.7,-0.0833971167715189,0.3750000000000001
Andrea Belotti,Torino,25,Italy,2019/2020,40000000.0,32000000.0,Centre-Forward,it Serie A,36,34,3008.0,33.4,-0.3580591622901926,-0.5499999999999986
Andrea Belotti,Torino,26,Italy,2020/2021,35000000.0,35000000.0,Centre-Forward,it Serie A,35,33,2888.0,32.1,-0.2210352298750854,-0.4749999999999933
Andrea Petagna,Atalanta,22,Italy,2017/2018,7000000.0,9000000.0,Centre-Forward,it Serie A,29,22,1618.0,18.0,-0.1716208821197325,0.4500000000000114
Andrea Petagna,Spal,23,Italy,2018/2019,10000000.0,20000000.0,Centre-Forward,it Serie A,36,35,3031.0,33.7,-0.3416257805178456,-0.2999999999999992
Andrea Petagna,Spal,24,Italy,2019/2020,18000000.0,14500000.0,Centre-Forward,it Serie A,36,33,3032.0,33.7,-0.6779709028132157,-1.2499999999999971
Andrea Petagna,Napoli,25,Italy,2020/2021,15000000.0,15000000.0,Centre-Forward,it Serie A,26,9,964.0,10.7,0.1117212108989378,1.125000000000007
Andrea Pinamonti,Inter,18,Italy,2017/2018,1000000.0,2000000.0,Centre-Forward,it Serie A,1,0,14.0,0.2,-1.6140455546552677,0.9000000000000113
Andrea Pinamonti,Frosinone,19,Italy,2018/2019,4000000.0,10000000.0,Centre-Forward,it Serie A,27,17,1625.0,18.1,-0.4475619598109083,-0.9999999999999992
Andrea Pinamonti,Genoa,20,Italy,2019/2020,15000000.0,13500000.0,Centre-Forward,it Serie A,32,23,2236.0,24.8,-0.5061925875664425,-0.6499999999999967
Andrea Pinamonti,Inter,21,Italy,2020/2021,13500000.0,12000000.0,Centre-Forward,it Serie A,8,1,169.0,1.9,0.3486023111353584,1.350000000000007
Andreas Cornelius,Atalanta,24,Denmark,2017/2018,3000000.0,3000000.0,Centre-Forward,it Serie A,23,8,934.0,10.4,-0.0745391224712045,0.4500000000000114
Andreas Cornelius,Bordeaux,25,Denmark,2018/2019,3000000.0,3000000.0,Centre-Forward,fr Ligue 1,20,6,792.0,8.8,0.3589874211038205,-0.199999999999999
Andreas Cornelius,Parma,26,Denmark,2019/2020,5000000.0,8000000.0,Centre-Forward,it Serie A,26,17,1494.0,16.6,1.0820121042478126,-0.0249999999999982
Andreas Cornelius,Parma,27,Denmark,2020/2021,12000000.0,6000000.0,Centre-Forward,it Serie A,29,21,1898.0,21.1,-0.4548715450783697,-1.0999999999999928
Andrej Kramarić,Hoffenheim,26,Croatia,2017/2018,15000000.0,27000000.0,Centre-Forward,de Bundesliga,34,22,2228.0,24.8,0.4191921368974268,0.499999999999991
Andrej Kramarić,Hoffenheim,27,Croatia,2018/2019,35000000.0,38000000.0,Centre-Forward,de Bundesliga,30,28,2396.0,26.6,0.4028990300614166,0.4999999999999924
Andrej Kramarić,Hoffenheim,28,Croatia,2019/2020,38000000.0,30500000.0,Centre-Forward,de Bundesliga,19,14,1422.0,15.8,0.6873068084646178,-1.1790951498654148e-14
Andrej Kramarić,Hoffenheim,29,Croatia,2020/2021,27000000.0,28000000.0,Centre-Forward,de Bundesliga,28,26,2379.0,26.4,0.606258273510828,-0.055555555555561
André Silva,Milan,21,Portugal,2017/2018,22000000.0,22000000.0,Centre-Forward,it Serie A,24,7,940.0,10.4,-0.2349118936872209,0.3500000000000109
André Silva,Sevilla,22,Portugal,2018/2019,30000000.0,22000000.0,Centre-Forward,es La Liga,27,25,2159.0,24.0,0.122641967140228,0.3750000000000016
André Silva,Ein Frankfurt,23,Portugal,2019/2020,20000000.0,16000000.0,Centre-Forward,de Bundesliga,25,16,1575.0,17.5,-0.4121579041031347,-0.0277777777777885
André Silva,Ein Frankfurt,24,Portugal,2020/2021,24000000.0,45000000.0,Centre-Forward,de Bundesliga,32,32,2760.0,30.7,0.5372909917932828,0.4444444444444388
Andy Carroll,West Ham,28,England,2017/2018,10000000.0,10000000.0,Centre-Forward,eng Premier League,16,7,751.0,8.3,0.6384956561598168,-0.4999999999999964
Andy Carroll,West Ham,29,England,2018/2019,8000000.0,8000000.0,Centre-Forward,eng Premier League,12,3,461.0,5.1,-0.2551913969079717,-0.0749999999999992
Andy Carroll,Newcastle,30,England,2019/2020,6000000.0,3200000.0,Centre-Forward,eng Premier League,19,4,632.0,7.0,0.377306493791998,-0.4999999999999952
Andy Carroll,Newcastle,31,England,2020/2021,3200000.0,1500000.0,Centre-Forward,eng Premier League,18,4,392.0,4.4,0.3178065583151763,-0.4000000000000024
Andy Delort,Toulouse,25,Algeria,2017/2018,5000000.0,4000000.0,Centre-Forward,fr Ligue 1,32,25,2334.0,25.9,-0.4895513740437235,-0.3999999999999971
Andy Delort,Montpellier,26,Algeria,2018/2019,6000000.0,12500000.0,Centre-Forward,fr Ligue 1,36,36,3115.0,34.6,-0.2435508216800336,0.2750000000000013
Andy Delort,Montpellier,27,Algeria,2019/2020,13000000.0,10500000.0,Centre-Forward,fr Ligue 1,26,26,2280.0,25.3,-0.0196190467197592,0.0442828286169387
Andy Delort,Montpellier,28,Algeria,2020/2021,13000000.0,16000000.0,Centre-Forward,fr Ligue 1,30,30,2482.0,27.6,0.7861269943606751,-0.0499999999999973
Anthony Martial,Man United,21,France,2017/2018,30000000.0,65000000.0,Centre-Forward,eng Premier League,30,18,1582.0,17.6,0.7920227071720016,1.0000000000000036
Anthony Martial,Man United,22,France,2018/2019,60000000.0,60000000.0,Centre-Forward,eng Premier League,27,18,1621.0,18.0,0.9598035389440523,0.2750000000000012
Anthony Martial,Man United,23,France,2019/2020,60000000.0,48000000.0,Centre-Forward,eng Premier League,32,31,2624.0,29.2,0.6750079940074735,0.7500000000000046
Anthony Martial,Man United,24,France,2020/2021,58000000.0,45000000.0,Centre-Forward,eng Premier League,22,17,1480.0,16.4,0.1794135574313879,0.724999999999997
Antonio Sanabria,Betis,21,Paraguay,2017/2018,5000000.0,7500000.0,Centre-Forward,es La Liga,17,8,854.0,9.5,0.633203301432611,-0.0249999999999988
Antonio Sanabria,Betis,22,Paraguay,2018/2019,7000000.0,9000000.0,Centre-Forward,es La Liga,15,8,811.0,9.0,-0.6548461456919783,-0.1999999999999977
Antonio Sanabria,Genoa,23,Paraguay,2019/2020,8000000.0,6500000.0,Centre-Forward,it Serie A,24,16,1387.0,15.4,0.1577488232486953,-0.6499999999999967
Antonio Sanabria,Torino,24,Paraguay,2020/2021,6500000.0,7500000.0,Centre-Forward,it Serie A,14,12,978.0,10.9,0.351506882711458,-0.4749999999999933
Arkadiusz Milik,Napoli,23,Poland,2017/2018,19000000.0,20000000.0,Centre-Forward,it Serie A,15,3,448.0,5.0,0.9363529649252772,1.2000000000000104
Arkadiusz Milik,Napoli,24,Poland,2018/2019,25000000.0,40000000.0,Centre-Forward,it Serie A,35,27,2396.0,26.6,0.5062843704025626,0.95
Arkadiusz Milik,Napoli,25,Poland,2019/2020,40000000.0,32000000.0,Centre-Forward,it Serie A,26,19,1747.0,19.4,0.3079811701952957,0.2750000000000023
Arkadiusz Milik,Marseille,26,Poland,2020/2021,32000000.0,22000000.0,Centre-Forward,fr Ligue 1,15,14,1220.0,13.6,0.0493072345249467,0.1750000000000026
Ashley Barnes,Burnley,27,England,2017/2018,2500000.0,8000000.0,Centre-Forward,eng Premier League,36,21,2165.0,24.1,0.0499518917300162,-0.0749999999999971
Ashley Barnes,Burnley,28,England,2018/2019,8000000.0,10000000.0,Centre-Forward,eng Premier League,37,26,2388.0,26.5,-0.3295963946752299,-0.5749999999999984
Ashley Barnes,Burnley,29,England,2019/2020,10000000.0,8000000.0,Centre-Forward,eng Premier League,19,17,1352.0,15.0,-0.4483203642763686,-0.1749999999999951
Ashley Barnes,Burnley,30,England,2020/2021,6500000.0,3500000.0,Centre-Forward,eng Premier League,22,15,1331.0,14.8,-0.4117703318462761,-0.5500000000000022
Borja Mayoral,Real Madrid,20,Spain,2017/2018,2500000.0,7500000.0,Centre-Forward,es La Liga,14,3,349.0,3.9,0.5038975306180373,1.2500000000000029
Borja Mayoral,Levante,21,Spain,2018/2019,5000000.0,4000000.0,Centre-Forward,es La Liga,29,16,1621.0,18.0,-0.5012219533970342,-0.1749999999999975
Borja Mayoral,Levante,22,Spain,2019/2020,4000000.0,3200000.0,Centre-Forward,es La Liga,34,24,2140.0,23.8,-0.2093300647903798,-0.1500000000000006
Borja Mayoral,Roma,23,Spain,2020/2021,10000000.0,14000000.0,Centre-Forward,it Serie A,31,18,1551.0,17.2,-1.1265021406950055,0.3250000000000075
Breel Embolo,Schalke 04,20,Switzerland,2017/2018,20000000.0,18000000.0,Centre-Forward,de Bundesliga,21,9,919.0,10.2,-0.1065827676887763,0.4444444444444367
Breel Embolo,Schalke 04,21,Switzerland,2018/2019,15000000.0,14000000.0,Centre-Forward,de Bundesliga,20,15,1345.0,14.9,-0.3010213296090961,-0.5000000000000069
Breel Embolo,M'gladbach,22,Switzerland,2019/2020,16000000.0,13000000.0,Centre-Forward,de Bundesliga,28,17,1550.0,17.2,0.0755063141301701,0.7222222222222102
Breel Embolo,M'gladbach,23,Switzerland,2020/2021,16000000.0,16000000.0,Centre-Forward,de Bundesliga,31,16,1440.0,16.0,-0.1186139531099181,0.2222222222222162
Callum Wilson,Bournemouth,25,England,2017/2018,10000000.0,10000000.0,Centre-Forward,eng Premier League,28,23,1981.0,22.0,-0.38811115498204,-0.3999999999999967
Callum Wilson,Bournemouth,26,England,2018/2019,15000000.0,30000000.0,Centre-Forward,eng Premier League,30,29,2528.0,28.1,-0.2814397588969134,-0.3499999999999992
Callum Wilson,Bournemouth,27,England,2019/2020,30000000.0,24000000.0,Centre-Forward,eng Premier League,35,32,2908.0,32.3,-0.772012139995596,-0.6249999999999949
Callum Wilson,Newcastle,28,England,2020/2021,20000000.0,22000000.0,Centre-Forward,eng Premier League,26,23,2084.0,23.2,-0.5177825538937725,-0.4000000000000024
Carlos Bacca,Villarreal,30,Colombia,2017/2018,18000000.0,10000000.0,Centre-Forward,es La Liga,35,30,2477.0,27.5,-0.1877975158285978,0.1750000000000019
Carlos Bacca,Villarreal,31,Colombia,2018/2019,7000000.0,5000000.0,Centre-Forward,es La Liga,33,12,1270.0,14.1,-0.3652796743753368,-0.0749999999999979
Carlos Bacca,Villarreal,32,Colombia,2019/2020,3000000.0,2400000.0,Centre-Forward,es La Liga,19,7,688.0,7.6,-0.3529028481362599,0.3499999999999998
Carlos Bacca,Villarreal,33,Colombia,2020/2021,2000000.0,1800000.0,Centre-Forward,es La Liga,23,9,786.0,8.7,0.2456696253772383,0.4000000000000002
Cenk Tosun,Everton,26,Turkey,2017/2018,9000000.0,23000000.0,Centre-Forward,eng Premier League,14,12,986.0,11.0,0.3370945079604655,-0.3499999999999968
Cenk Tosun,Everton,27,Turkey,2018/2019,20000000.0,18000000.0,Centre-Forward,eng Premier League,25,10,1059.0,11.8,-0.1027922562650368,0.2000000000000014
Cenk Tosun,Everton,28,Turkey,2019/2020,15000000.0,12000000.0,Centre-Forward,eng Premier League,5,2,291.0,3.2,-0.3306732823478785,-0.2999999999999947
Cenk Tosun,Everton,29,Turkey,2020/2021,9000000.0,5000000.0,Centre-Forward,eng Premier League,5,0,48.0,0.5,-1.1718309853410067,-0.0250000000000033
Chris Wood,Burnley,25,New Zealand,2017/2018,12000000.0,18000000.0,Centre-Forward,eng Premier League,24,20,1624.0,18.0,0.1772636872458354,-0.0749999999999971
Chris Wood,Burnley,26,New Zealand,2018/2019,18000000.0,18000000.0,Centre-Forward,eng Premier League,38,29,2588.0,28.8,-0.3446844303054642,-0.5749999999999984
Chris Wood,Burnley,27,New Zealand,2019/2020,18000000.0,14500000.0,Centre-Forward,eng Premier League,32,29,2437.0,27.1,-0.2425172487379528,-0.1749999999999951
Chris Wood,Burnley,28,New Zealand,2020/2021,12000000.0,8000000.0,Centre-Forward,eng Premier League,33,32,2741.0,30.5,-0.295902849533913,-0.5500000000000022
Christian Benteke,Crystal Palace,26,Belgium,2017/2018,28000000.0,22000000.0,Centre-Forward,eng Premier League,31,24,2240.0,24.9,-0.1192098069959957,-0.2499999999999953
Christian Benteke,Crystal Palace,27,Belgium,2018/2019,20000000.0,15000000.0,Centre-Forward,eng Premier League,16,9,814.0,9.0,-0.2058102656766396,-0.0499999999999985
Christian Benteke,Crystal Palace,28,Belgium,2019/2020,13000000.0,10500000.0,Centre-Forward,eng Premier League,24,13,1261.0,14.0,-0.0046514048827637,-0.4749999999999953
Christian Benteke,Crystal Palace,29,Belgium,2020/2021,9000000.0,9000000.0,Centre-Forward,eng Premier League,30,21,1816.0,20.2,0.5444603719014526,-0.6250000000000012
Ciro Immobile,Lazio,27,Italy,2017/2018,20000000.0,50000000.0,Centre-Forward,it Serie A,33,33,2683.0,29.8,1.0290071965430447,1.0000000000000109
Ciro Immobile,Lazio,28,Italy,2018/2019,50000000.0,40000000.0,Centre-Forward,it Serie A,36,31,2859.0,31.8,0.0207310020535164,0.2500000000000001
Ciro Immobile,Lazio,29,Italy,2019/2020,45000000.0,40000000.0,Centre-Forward,it Serie A,37,36,3170.0,35.2,0.7645690321527089,0.9250000000000028
Ciro Immobile,Lazio,30,Italy,2020/2021,45000000.0,38000000.0,Centre-Forward,it Serie A,35,34,2849.0,31.7,0.3789727546007399,0.1500000000000073
Corentin Jean,Toulouse,22,France,2017/2018,2500000.0,2500000.0,Centre-Forward,fr Ligue 1,33,18,1688.0,18.8,-0.6021745527924652,-0.3999999999999971
Corentin Jean,Toulouse,23,France,2018/2019,2500000.0,2500000.0,Centre-Forward,fr Ligue 1,19,6,629.0,7.0,-0.2621027111178293,-0.5499999999999986
Corentin Jean,Toulouse,24,France,2019/2020,2000000.0,1600000.0,Centre-Forward,fr Ligue 1,1,0,7.0,0.1,-1.991040511268324,-1.2228949237376128
Corentin Jean,Lens,25,France,2020/2021,1600000.0,1600000.0,Centre-Forward,fr Ligue 1,23,6,580.0,6.4,-0.1322351514157115,0.0250000000000022
Cristiano Ronaldo,Real Madrid,32,Portugal,2017/2018,100000000.0,100000000.0,Centre-Forward,es La Liga,27,27,2288.0,25.4,1.1027135583727228,1.2500000000000029
Cristiano Ronaldo,Juventus,33,Portugal,2018/2019,100000000.0,90000000.0,Centre-Forward,it Serie A,31,30,2688.0,29.9,0.908378634254771,0.9999999999999998
Cristiano Ronaldo,Juventus,34,Portugal,2019/2020,75000000.0,60000000.0,Centre-Forward,it Serie A,33,33,2917.0,32.4,1.040561685078646,0.8250000000000025
Cristiano Ronaldo,Juventus,35,Portugal,2020/2021,60000000.0,45000000.0,Centre-Forward,it Serie A,33,31,2802.0,31.1,0.9953532118315752,0.9750000000000068
Daniel Ginczek,Stuttgart,26,Germany,2017/2018,2500000.0,3500000.0,Centre-Forward,de Bundesliga,23,17,1523.0,16.9,-0.2017398308762244,-8.969309870353455e-15
Daniel Ginczek,Wolfsburg,27,Germany,2018/2019,10000000.0,12000000.0,Centre-Forward,de Bundesliga,24,12,1276.0,14.2,0.2756417319949242,0.3333333333333261
Daniel Ginczek,Wolfsburg,28,Germany,2019/2020,11000000.0,9000000.0,Centre-Forward,de Bundesliga,18,9,768.0,8.5,-0.1672546815520412,0.0555555555555442
