Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Passing_Ability,Shot-Stopping,Territorial_Command,Team_Impact,Overall_Performance_Index
Kevin Trapp,Eint Frankfurt,28,Germany,2018/2019,10000000,10000000,Goalkeeper,de Bundesliga,33,33,2937.0,32.6,0.2816022374251815,0.5761205761272208,-0.015048037558499079,-1.1502196301124676,0.0957478070943277
Kevin Trapp,Eint Frankfurt,29,Germany,2019/2020,10000000,8000000,Goalkeeper,de Bundesliga,22,22,1980.0,22.0,1.0763855109695597,-0.36899819446925053,0.09043581517619728,-1.0207940608260218,0.009436854348298301
Kevin Trapp,Eint Frankfurt,30,Germany,2020/2021,7000000,6500000,Goalkeeper,de Bundesliga,33,33,2970.0,33.0,0.16620844625426956,-0.30004430338088645,0.15092505339582,-1.0044131072306177,-0.1763940973553805
Keylor Navas,Real Madrid,30,Costa Rica,2017/2018,18000000,18000000,Goalkeeper,es La Liga,27,27,2430.0,27.0,-0.21660772231623177,0.2619830208135275,0.6812011438772251,0.7929916338408673,0.326791157751113
Keylor Navas,Real Madrid,31,Costa Rica,2018/2019,15000000,10000000,Goalkeeper,es La Liga,10,10,900.0,10.0,0.3218950446114447,-0.1552375196790984,-0.7869185041609715,0.8752867368793488,-0.03929598624316383
Keylor Navas,Paris S-G,32,Costa Rica,2019/2020,10000000,8000000,Goalkeeper,fr Ligue 1,21,21,1890.0,21.0,0.19670191947940835,-0.24661048714515754,-1.1647905729859493,1.584527962861383,-0.0906566394482329
Keylor Navas,Paris S-G,33,Costa Rica,2020/2021,10000000,12000000,Goalkeeper,fr Ligue 1,29,29,2520.0,28.0,0.26522165186186425,0.7037513262313835,-1.0696418418437266,1.8004842948595858,0.31528056091445644
Koen Casteels,Wolfsburg,25,Belgium,2017/2018,2500000,6000000,Goalkeeper,de Bundesliga,34,34,3060.0,34.0,0.10244695236740638,0.2937533983078719,1.4671030143585937,-0.693752982273295,0.3911382337482609
Koen Casteels,Wolfsburg,26,Belgium,2018/2019,10000000,13000000,Goalkeeper,de Bundesliga,26,26,2295.0,25.5,1.4140187753732858,0.9349509556490567,1.2785168769897517,-0.9381923977955396,0.8596378878985983
Koen Casteels,Wolfsburg,27,Belgium,2019/2020,13000000,10500000,Goalkeeper,de Bundesliga,26,26,2340.0,26.0,0.6847566186564474,-0.4955177186357501,0.33379080117559384,-0.6203674846091163,-0.01184946925586966
Koen Casteels,Wolfsburg,28,Belgium,2020/2021,11000000,14000000,Goalkeeper,de Bundesliga,32,32,2880.0,32.0,0.7727821924176445,-0.8804186371916777,1.3078424978308871,0.9312838466557455,0.35170222654340755
Luigi Sepe,Napoli,26,Italy,2017/2018,1500000,1000000,Goalkeeper,it Serie A,1,1,90.0,1.0,-0.36811791115071696,1.1833180047186016,-1.9877661729456921,1.0012246174671962,-0.024626026752512298
Luigi Sepe,Parma,27,Italy,2018/2019,2500000,5000000,Goalkeeper,it Serie A,37,37,3330.0,37.0,-0.04367148297284562,0.8891399224644134,1.0581414008491634,-1.0472658921166536,0.40772656851412614
Luigi Sepe,Parma,28,Italy,2019/2020,5000000,4000000,Goalkeeper,it Serie A,34,34,3060.0,34.0,0.046999985231787944,1.2157115898179625,0.6256214028852308,-0.9985338149193577,0.44387433122763786
Luigi Sepe,Parma,29,Italy,2020/2021,6000000,3500000,Goalkeeper,it Serie A,36,36,3240.0,36.0,1.070118638776984,-0.3679983214701816,-0.5647826424834318,-2.25013019496872,-0.33998494268648344
Lukáš Hrádecký,Eint Frankfurt,27,Finland,2017/2018,4500000,10000000,Goalkeeper,de Bundesliga,34,34,3060.0,34.0,0.49361468390312924,-0.6368052892976328,0.1592688473463926,-0.5838242794006911,-0.14723461035189467
Lukáš Hrádecký,Leverkusen,28,Finland,2018/2019,12000000,8000000,Goalkeeper,de Bundesliga,32,32,2880.0,32.0,1.3541257113063079,-1.0098046188679592,1.233198508212882,-0.07953535854088553,0.2814691344948789
Lukáš Hrádecký,Leverkusen,29,Finland,2019/2020,8000000,8000000,Goalkeeper,de Bundesliga,34,34,3060.0,34.0,1.3677903444953832,0.30609709717221417,-0.22377009235027653,-0.3810416918111631,0.3359827932748771
Lukáš Hrádecký,Leverkusen,30,Finland,2020/2021,6500000,6000000,Goalkeeper,de Bundesliga,29,29,2565.0,28.5,1.4350468642519676,-1.068655641403248,0.11510199102570133,0.14471094339084972,0.03521438083690792
Manuel Neuer,Bayern Munich,31,Germany,2017/2018,40000000,35000000,Goalkeeper,de Bundesliga,3,3,270.0,3.0,0.28791918190311877,-0.1738042556074194,-1.6023789601204907,0.6430306750333138,-0.29299183276194274
Manuel Neuer,Bayern Munich,32,Germany,2018/2019,30000000,18000000,Goalkeeper,de Bundesliga,26,26,2302.0,25.6,0.678359620309677,-1.898214947268428,-0.6142918332279586,1.392466886927102,-0.4394882517344548
Manuel Neuer,Bayern Munich,33,Germany,2019/2020,18000000,14500000,Goalkeeper,de Bundesliga,33,33,2970.0,33.0,1.5258282791539568,-0.5237236277696895,0.9306335466635604,1.2657814706644432,0.6206794073346544
Manuel Neuer,Bayern Munich,34,Germany,2020/2021,18000000,18000000,Goalkeeper,de Bundesliga,33,33,2970.0,33.0,1.8082101872531786,-0.5530374715358142,-0.40027048565093803,0.3222954876640403,0.2067661335126312
Marc-André ter Stegen,Barcelona,25,Germany,2017/2018,25000000,60000000,Goalkeeper,es La Liga,37,37,3330.0,37.0,-0.10555517964526515,1.0664622288897074,-0.8324792872996802,1.448377540594026,0.3560097944642652
Marc-André ter Stegen,Barcelona,26,Germany,2018/2019,80000000,90000000,Goalkeeper,es La Liga,35,35,3150.0,35.0,0.8850361802686426,-0.08555281096122329,0.2866952036436634,1.4548034820210756,0.4812098844448097
Marc-André ter Stegen,Barcelona,27,Germany,2019/2020,90000000,72000000,Goalkeeper,es La Liga,36,36,3240.0,36.0,0.5677671017498668,-0.35117886801698694,-0.33507582337468217,0.8647238199045691,0.0649687887735361
Marc-André ter Stegen,Barcelona,28,Germany,2020/2021,75000000,60000000,Goalkeeper,es La Liga,31,31,2790.0,31.0,0.8360475792092036,-0.31108624112470085,-0.4341569046328723,0.8864762464270041,0.12456392121448814
Marco Sportiello,Fiorentina,25,Italy,2017/2018,6000000,6000000,Goalkeeper,it Serie A,37,37,3202.0,35.6,0.0034280146482454366,0.09346130108006323,1.4801737429586292,0.837751452821673,0.5292746127029917
Marco Sportiello,Frosinone,26,Italy,2018/2019,5000000,4000000,Goalkeeper,it Serie A,35,35,3150.0,35.0,0.23086099127838489,0.8949625404760428,0.45063115309893964,-1.6660875575246399,0.23369679163225018
Marco Sportiello,Atalanta,27,Italy,2019/2020,2500000,2000000,Goalkeeper,it Serie A,6,5,525.0,5.8,0.5647707883213389,-0.530235356585831,-0.2645402783149078,0.7656837646153964,0.004327817388876401
Marco Sportiello,Atalanta,28,Italy,2020/2021,2000000,2000000,Goalkeeper,it Serie A,15,13,1261.0,14.0,0.30105560692643835,-1.3035136170211852,-0.9809819376934974,-0.03373305692063731,-0.6312713071872752
Marko Dmitrović,Eibar,25,Serbia,2017/2018,1000000,4000000,Goalkeeper,es La Liga,36,36,3240.0,36.0,-0.8226507024331503,-1.991445046663254,0.563084572293568,-0.11643177883433733,-0.779362065692185
Marko Dmitrović,Eibar,26,Serbia,2018/2019,7500000,10000000,Goalkeeper,es La Liga,24,24,2160.0,24.0,-0.43443358674510213,-1.7469897340864766,1.5175680416098711,0.07810555966081176,-0.3289469592649527
Marko Dmitrović,Eibar,27,Serbia,2019/2020,12000000,9500000,Goalkeeper,es La Liga,35,35,3150.0,35.0,-0.8896821103103255,-2.351524308158354,0.7634862071529319,-0.22508146549950017,-0.8883447034696973
